areaName,Borough,areaType,Month,Sales_daysOnMarket,Sales_totalInventory,Sales_medianAskingPrice,Sales_priceCutShare,Sales_medianSalesPrice,Sales_recordedSalesVolume,Sales_saleListRatio,Rental_Inventory,Rental_Median_Asking_Rent,Rental_Discount_Share_Rent
Borough Park,Brooklyn,neighborhood,2022-04,,60,91,0.067,1200000.0,45,,91,1995.0,0.044
Borough Park,Brooklyn,neighborhood,2022-05,,55,70,0.127,1125000.0,82,,70,2097.0,0.114
Borough Park,Brooklyn,neighborhood,2022-06,,56,91,0.071,1150000.0,62,,91,2195.0,0.099
Borough Park,Brooklyn,neighborhood,2022-07,,62,81,0.113,992500.0,45,,81,2150.0,0.074
Borough Park,Brooklyn,neighborhood,2022-08,,67,63,0.104,999000.0,42,,63,2200.0,0.063
Borough Park,Brooklyn,neighborhood,2022-09,,79,48,0.089,1350000.0,41,,48,2000.0,0.167
Borough Park,Brooklyn,neighborhood,2022-10,,78,48,0.09,,15,,48,2243.0,0.208
Brighton Beach,Brooklyn,neighborhood,2010-01,,29,5,,385000.0,19,,5,,
Brighton Beach,Brooklyn,neighborhood,2010-02,,30,5,,500000.0,12,,5,,
Brighton Beach,Brooklyn,neighborhood,2010-03,,37,4,0.027,346250.0,14,,4,,
Brighton Beach,Brooklyn,neighborhood,2010-04,,38,3,0.0,367820.0,23,,3,,
Brighton Beach,Brooklyn,neighborhood,2010-05,,27,2,,,8,,2,,
Brighton Beach,Brooklyn,neighborhood,2010-06,,26,3,,528000.0,15,,3,,
Brighton Beach,Brooklyn,neighborhood,2010-07,,28,2,0.0,357000.0,15,,2,,
Brighton Beach,Brooklyn,neighborhood,2010-08,,22,4,,380000.0,17,,4,,
Brighton Beach,Brooklyn,neighborhood,2010-09,,25,3,0.0,,8,,3,,
Brighton Beach,Brooklyn,neighborhood,2010-10,,22,3,,247500.0,18,,3,,
Brighton Beach,Brooklyn,neighborhood,2010-11,,22,2,,420000.0,13,,2,,
Brighton Beach,Brooklyn,neighborhood,2010-12,,23,2,0.043,455000.0,11,,2,,
Brighton Beach,Brooklyn,neighborhood,2011-01,,21,7,,352500.0,15,,7,,
Brighton Beach,Brooklyn,neighborhood,2011-02,,24,11,,350000.0,12,,11,1311.0,
Brighton Beach,Brooklyn,neighborhood,2011-03,,29,13,0.034,454500.0,21,,13,1275.0,
Brighton Beach,Brooklyn,neighborhood,2011-04,,29,9,,195000.0,13,,9,,
Brighton Beach,Brooklyn,neighborhood,2011-05,,30,13,,280000.0,17,,13,1200.0,0.231
Brighton Beach,Brooklyn,neighborhood,2011-06,,31,16,,512561.5,16,,16,1350.0,0.0
Brighton Beach,Brooklyn,neighborhood,2011-07,,30,10,,466440.0,18,,10,1623.0,
Brighton Beach,Brooklyn,neighborhood,2011-08,,27,9,,458220.0,24,,9,,
Brighton Beach,Brooklyn,neighborhood,2011-09,,26,12,,460000.0,13,,12,1313.0,0.083
Brighton Beach,Brooklyn,neighborhood,2011-10,,23,12,,367500.0,18,,12,1300.0,0.333
Brighton Beach,Brooklyn,neighborhood,2011-11,,23,3,,300000.0,19,,3,,
Brighton Beach,Brooklyn,neighborhood,2011-12,,23,6,,264390.0,14,,6,,
Brighton Beach,Brooklyn,neighborhood,2012-01,,25,4,,249496.0,12,,4,,
Brighton Beach,Brooklyn,neighborhood,2012-02,,26,5,,,8,,5,,
Brighton Beach,Brooklyn,neighborhood,2012-03,,26,6,,,9,,6,,
Brighton Beach,Brooklyn,neighborhood,2012-04,,41,6,0.098,497000.0,15,,6,,
Brighton Beach,Brooklyn,neighborhood,2012-05,,40,16,,297500.0,10,,16,1725.0,0.0
Brighton Beach,Brooklyn,neighborhood,2012-06,,36,22,,200000.0,17,,22,1613.0,0.0
Brighton Beach,Brooklyn,neighborhood,2012-07,,40,23,0.05,390000.0,12,,23,1650.0,0.13
Brighton Beach,Brooklyn,neighborhood,2012-08,,52,22,0.0,380250.0,10,,22,1663.0,0.0
Brighton Beach,Brooklyn,neighborhood,2012-09,,60,18,0.0,372539.0,10,,18,1700.0,
Brighton Beach,Brooklyn,neighborhood,2012-10,,63,17,0.032,320000.0,10,,17,1700.0,0.059
Brighton Beach,Brooklyn,neighborhood,2012-11,,56,21,0.0,,7,,21,1800.0,0.0
Brighton Beach,Brooklyn,neighborhood,2012-12,,55,22,,450000.0,13,,22,1900.0,0.091
Brighton Beach,Brooklyn,neighborhood,2013-01,,62,15,0.081,485000.0,13,,15,2200.0,
Brighton Beach,Brooklyn,neighborhood,2013-02,,55,17,0.055,349830.0,17,,17,2300.0,0.176
Brighton Beach,Brooklyn,neighborhood,2013-03,,57,27,,210000.0,14,,27,1900.0,0.0
Brighton Beach,Brooklyn,neighborhood,2013-04,,66,26,0.061,626223.0,11,,26,1775.0,0.269
Brighton Beach,Brooklyn,neighborhood,2013-05,,66,45,0.076,355000.0,13,,45,1802.0,0.022
Brighton Beach,Brooklyn,neighborhood,2013-06,,61,40,,469000.0,19,,40,1814.0,0.225
Brighton Beach,Brooklyn,neighborhood,2013-07,,67,40,0.06,373299.0,25,,40,1775.0,0.125
Brighton Beach,Brooklyn,neighborhood,2013-08,,69,47,0.058,403045.0,20,,47,1800.0,0.021
Brighton Beach,Brooklyn,neighborhood,2013-09,,65,44,,362500.0,11,,44,2016.0,0.182
Brighton Beach,Brooklyn,neighborhood,2013-10,,69,41,0.101,392500.0,28,,41,2150.0,0.171
Brighton Beach,Brooklyn,neighborhood,2013-11,,56,39,0.107,325000.0,21,,39,2031.0,0.128
Brighton Beach,Brooklyn,neighborhood,2013-12,,50,26,,382500.0,18,,26,1985.0,0.154
Brighton Beach,Brooklyn,neighborhood,2014-01,,50,18,0.1,499443.5,22,,18,2200.0,0.222
Brighton Beach,Brooklyn,neighborhood,2014-02,,43,39,0.047,400000.0,11,,39,1784.0,0.026
Brighton Beach,Brooklyn,neighborhood,2014-03,,35,27,0.029,400000.0,20,,27,2000.0,0.111
Brighton Beach,Brooklyn,neighborhood,2014-04,,28,29,,280000.0,11,,29,1900.0,0.172
Brighton Beach,Brooklyn,neighborhood,2014-05,,32,31,,416804.5,12,,31,2000.0,0.161
Brighton Beach,Brooklyn,neighborhood,2014-06,,38,41,0.053,314500.0,12,,41,1850.0,0.098
Brighton Beach,Brooklyn,neighborhood,2014-07,,45,47,0.089,447500.0,14,,47,1900.0,0.191
Brighton Beach,Brooklyn,neighborhood,2014-08,,54,57,0.019,466440.0,17,,57,1900.0,0.14
Brighton Beach,Brooklyn,neighborhood,2014-09,,48,60,,458000.0,17,,60,1950.0,0.083
Brighton Beach,Brooklyn,neighborhood,2014-10,,49,62,0.02,395000.0,18,,62,1800.0,0.194
Brighton Beach,Brooklyn,neighborhood,2014-11,,48,61,0.146,,8,,61,1800.0,0.098
Brighton Beach,Brooklyn,neighborhood,2014-12,,47,88,0.043,450000.0,14,,88,1638.0,0.205
Brighton Beach,Brooklyn,neighborhood,2015-01,,42,73,,279500.0,10,,73,1750.0,0.26
Brighton Beach,Brooklyn,neighborhood,2015-02,,43,58,0.093,428125.0,12,,58,1813.0,0.276
Brighton Beach,Brooklyn,neighborhood,2015-03,,42,70,0.048,414000.0,17,,70,1825.0,0.1
Brighton Beach,Brooklyn,neighborhood,2015-04,,47,123,0.021,499900.0,15,,123,1995.0,0.016
Brighton Beach,Brooklyn,neighborhood,2015-05,,42,114,0.048,520000.0,22,,114,2100.0,0.026
Brighton Beach,Brooklyn,neighborhood,2015-06,,56,102,0.071,467500.0,20,,102,2125.0,0.049
Brighton Beach,Brooklyn,neighborhood,2015-07,,69,76,0.072,652500.0,14,,76,1950.0,0.105
Brighton Beach,Brooklyn,neighborhood,2015-08,,67,83,0.09,425090.0,18,,83,1950.0,0.084
Brighton Beach,Brooklyn,neighborhood,2015-09,,68,99,0.132,458000.0,13,,99,1995.0,0.121
Brighton Beach,Brooklyn,neighborhood,2015-10,,70,100,0.114,490000.0,25,,100,2248.0,0.13
Brighton Beach,Brooklyn,neighborhood,2015-11,,60,110,0.0,450000.0,27,,110,2300.0,0.118
Brighton Beach,Brooklyn,neighborhood,2015-12,,62,91,0.048,525000.0,17,,91,2000.0,0.132
Brighton Beach,Brooklyn,neighborhood,2016-01,,55,95,0.055,362500.0,14,,95,1875.0,0.126
Brighton Beach,Brooklyn,neighborhood,2016-02,,58,84,0.052,,4,,84,1950.0,0.131
Brighton Beach,Brooklyn,neighborhood,2016-03,,72,76,0.083,462500.0,14,,76,1950.0,0.105
Brighton Beach,Brooklyn,neighborhood,2016-04,,70,90,0.029,450000.0,23,,90,1950.0,0.056
Brighton Beach,Brooklyn,neighborhood,2016-05,,80,79,0.1,471000.0,16,,79,1875.0,0.101
Brighton Beach,Brooklyn,neighborhood,2016-06,,77,64,0.169,347500.0,20,,64,1875.0,0.203
Brighton Beach,Brooklyn,neighborhood,2016-07,,81,60,0.086,440000.0,17,,60,1863.0,0.15
Brighton Beach,Brooklyn,neighborhood,2016-08,,83,70,0.157,367000.0,11,,70,1925.0,0.129
Brighton Beach,Brooklyn,neighborhood,2016-09,,88,65,0.125,450000.0,19,,65,1900.0,0.092
Brighton Beach,Brooklyn,neighborhood,2016-10,,89,62,0.056,430000.0,12,,62,2000.0,0.129
Brighton Beach,Brooklyn,neighborhood,2016-11,,106,67,0.057,425000.0,27,,67,2100.0,0.09
Brighton Beach,Brooklyn,neighborhood,2016-12,,85,67,0.047,372000.0,15,,67,2300.0,0.179
Brighton Beach,Brooklyn,neighborhood,2017-01,,95,75,0.084,385000.0,11,,75,2200.0,0.08
Brighton Beach,Brooklyn,neighborhood,2017-02,,100,60,0.08,,7,,60,2100.0,0.083
Brighton Beach,Brooklyn,neighborhood,2017-03,,99,88,0.03,376000.0,16,,88,2175.0,0.023
Brighton Beach,Brooklyn,neighborhood,2017-04,,96,100,0.073,610000.0,17,,100,2150.0,0.11
Brighton Beach,Brooklyn,neighborhood,2017-05,,114,134,0.061,500000.0,19,,134,2100.0,0.134
Brighton Beach,Brooklyn,neighborhood,2017-06,,119,146,0.076,540000.0,23,,146,2150.0,0.089
Brighton Beach,Brooklyn,neighborhood,2017-07,,121,112,0.041,502500.0,10,,112,2300.0,0.116
Brighton Beach,Brooklyn,neighborhood,2017-08,,128,47,0.086,372000.0,16,,47,2100.0,0.255
Brighton Beach,Brooklyn,neighborhood,2017-09,,131,39,0.069,468750.0,14,,39,2025.0,0.205
Brighton Beach,Brooklyn,neighborhood,2017-10,,138,53,0.101,474500.0,14,,53,2075.0,0.283
Brighton Beach,Brooklyn,neighborhood,2017-11,,133,42,0.075,534068.5,18,,42,2098.0,0.238
Brighton Beach,Brooklyn,neighborhood,2017-12,,117,51,0.068,600000.0,19,,51,2000.0,0.118
Brighton Beach,Brooklyn,neighborhood,2018-01,,113,63,0.062,361965.5,16,,63,2000.0,0.238
Brighton Beach,Brooklyn,neighborhood,2018-02,,110,68,0.064,,9,,68,2013.0,0.294
Brighton Beach,Brooklyn,neighborhood,2018-03,,118,75,0.11,370000.0,23,0.972,75,2025.0,0.08
Brighton Beach,Brooklyn,neighborhood,2018-04,,128,86,0.102,450000.0,18,,86,2000.0,0.174
Brighton Beach,Brooklyn,neighborhood,2018-05,,133,120,0.113,605000.0,21,,120,2063.0,0.183
Brighton Beach,Brooklyn,neighborhood,2018-06,,139,96,0.137,436584.5,20,,96,2125.0,0.167
Brighton Beach,Brooklyn,neighborhood,2018-07,92.0,140,93,0.107,467500.0,18,,93,2100.0,0.226
Brighton Beach,Brooklyn,neighborhood,2018-08,,122,116,0.098,285000.0,19,,116,2099.0,0.155
Brighton Beach,Brooklyn,neighborhood,2018-09,,120,88,0.117,499990.0,11,,88,2099.0,0.148
Brighton Beach,Brooklyn,neighborhood,2018-10,107.5,139,74,0.108,555000.0,14,,74,2050.0,0.203
Brighton Beach,Brooklyn,neighborhood,2018-11,,134,72,0.209,410000.0,17,,72,2000.0,0.139
Brighton Beach,Brooklyn,neighborhood,2018-12,,131,82,0.076,491500.0,18,,82,2100.0,0.122
Brighton Beach,Brooklyn,neighborhood,2019-01,,143,77,0.112,327500.0,14,,77,2100.0,0.247
Brighton Beach,Brooklyn,neighborhood,2019-02,,147,81,0.129,550000.0,17,,81,2185.0,0.16
Brighton Beach,Brooklyn,neighborhood,2019-03,,164,96,0.079,404586.0,13,,96,2138.0,0.25
Brighton Beach,Brooklyn,neighborhood,2019-04,,153,113,0.078,365000.0,13,,113,1950.0,0.204
Brighton Beach,Brooklyn,neighborhood,2019-05,42.5,162,77,0.253,577500.0,12,,77,1975.0,0.13
Brighton Beach,Brooklyn,neighborhood,2019-06,,165,83,0.152,563500.0,14,,83,2098.0,0.096
Brighton Beach,Brooklyn,neighborhood,2019-07,65.0,170,109,0.065,675000.0,20,,109,2050.0,0.147
Brighton Beach,Brooklyn,neighborhood,2019-08,,157,104,0.096,591500.0,12,,104,1995.0,0.24
Brighton Beach,Brooklyn,neighborhood,2019-09,,143,87,0.091,552750.0,17,,87,1950.0,0.161
Brighton Beach,Brooklyn,neighborhood,2019-10,,132,77,0.167,420500.0,22,0.909,77,2050.0,0.182
Brighton Beach,Brooklyn,neighborhood,2019-11,,135,77,0.044,422500.0,16,0.95,77,2050.0,0.221
Brighton Beach,Brooklyn,neighborhood,2019-12,,126,64,0.032,412500.0,20,,64,1898.0,0.188
Brighton Beach,Brooklyn,neighborhood,2020-01,,121,58,0.074,410000.0,11,,58,1910.0,0.172
Brighton Beach,Brooklyn,neighborhood,2020-02,,120,63,0.075,370000.0,16,,63,1935.0,0.127
Brighton Beach,Brooklyn,neighborhood,2020-03,,106,47,0.094,,7,,47,2199.0,0.149
Brighton Beach,Brooklyn,neighborhood,2020-04,,95,44,0.053,,7,,44,2149.0,0.159
Brighton Beach,Brooklyn,neighborhood,2020-05,,88,49,0.08,,4,,49,2025.0,0.163
Brighton Beach,Brooklyn,neighborhood,2020-06,,101,49,0.149,,9,,49,2047.0,0.163
Brighton Beach,Brooklyn,neighborhood,2020-07,,124,56,0.185,,4,,56,2024.0,0.357
Brighton Beach,Brooklyn,neighborhood,2020-08,,121,78,0.215,422183.0,10,,78,2200.0,0.205
Brighton Beach,Brooklyn,neighborhood,2020-09,,131,108,0.122,,8,,108,2125.0,0.185
Brighton Beach,Brooklyn,neighborhood,2020-10,,137,109,0.139,,9,,109,1995.0,0.174
Brighton Beach,Brooklyn,neighborhood,2020-11,,131,91,0.145,546000.0,20,,91,1995.0,0.242
Brighton Beach,Brooklyn,neighborhood,2020-12,,134,81,0.067,420300.0,22,,81,1975.0,0.173
Brighton Beach,Brooklyn,neighborhood,2021-01,,153,83,0.144,430000.0,16,,83,1895.0,0.229
Brighton Beach,Brooklyn,neighborhood,2021-02,,156,76,0.083,420000.0,12,,76,1750.0,0.105
Brighton Beach,Brooklyn,neighborhood,2021-03,,171,61,0.076,280000.0,11,,61,1800.0,0.18
Brighton Beach,Brooklyn,neighborhood,2021-04,,173,71,0.185,457725.0,20,,71,1850.0,0.141
Brighton Beach,Brooklyn,neighborhood,2021-05,92.0,189,65,0.138,462173.5,10,,65,1875.0,0.169
Brighton Beach,Brooklyn,neighborhood,2021-06,120.5,175,82,0.16,397500.0,26,,82,1863.0,0.098
Brighton Beach,Brooklyn,neighborhood,2021-07,,167,71,0.12,562500.0,20,,71,1850.0,0.127
Brighton Beach,Brooklyn,neighborhood,2021-08,80.0,168,74,0.119,615000.0,21,,74,1948.0,0.149
Brighton Beach,Brooklyn,neighborhood,2021-09,101.0,156,64,0.122,450000.0,19,,64,2220.0,0.109
Brighton Beach,Brooklyn,neighborhood,2021-10,,150,83,0.127,569000.0,23,,83,2200.0,0.06
Brighton Beach,Brooklyn,neighborhood,2021-11,,141,60,0.106,393394.0,14,,60,2025.0,0.117
Brighton Beach,Brooklyn,neighborhood,2021-12,,135,65,0.081,475000.0,22,,65,2195.0,0.154
Brighton Beach,Brooklyn,neighborhood,2022-01,,130,72,0.108,499000.0,17,,72,2050.0,0.069
Brighton Beach,Brooklyn,neighborhood,2022-02,,121,72,0.074,413000.0,23,,72,2050.0,0.083
Brighton Beach,Brooklyn,neighborhood,2022-03,,117,98,0.111,625000.0,14,,98,2055.0,0.122
Brighton Beach,Brooklyn,neighborhood,2022-04,75.0,121,75,0.149,632000.0,15,,75,2075.0,0.053
Brighton Beach,Brooklyn,neighborhood,2022-05,,125,86,0.152,575000.0,16,,86,2100.0,0.093
Brighton Beach,Brooklyn,neighborhood,2022-06,,113,58,0.106,650000.0,25,,58,2250.0,0.086
Brighton Beach,Brooklyn,neighborhood,2022-07,,112,38,0.08,405500.0,14,,38,2323.0,0.132
Brighton Beach,Brooklyn,neighborhood,2022-08,168.0,103,35,0.117,522500.0,16,,35,2350.0,0.143
Brighton Beach,Brooklyn,neighborhood,2022-09,,99,39,0.081,365000.0,15,,39,2200.0,0.103
Brighton Beach,Brooklyn,neighborhood,2022-10,,100,25,0.14,,9,,25,2400.0,0.12
Brooklyn Heights,Brooklyn,neighborhood,2010-01,,213,100,0.056,795000.0,35,0.917,100,2350.0,0.09
Brooklyn Heights,Brooklyn,neighborhood,2010-02,128.0,242,111,0.05,722500.0,22,0.892,111,2300.0,0.081
Brooklyn Heights,Brooklyn,neighborhood,2010-03,61.0,207,119,0.097,585000.0,26,0.906,119,2400.0,0.109
Brooklyn Heights,Brooklyn,neighborhood,2010-04,63.0,225,111,0.089,562473.0,32,0.921,111,2200.0,0.081
Brooklyn Heights,Brooklyn,neighborhood,2010-05,59.0,217,121,0.097,660000.0,39,0.974,121,2400.0,0.099
Brooklyn Heights,Brooklyn,neighborhood,2010-06,91.0,208,99,0.111,666250.0,44,0.958,99,2250.0,0.081
Brooklyn Heights,Brooklyn,neighborhood,2010-07,64.0,190,79,0.089,865000.0,27,0.961,79,2600.0,0.038
Brooklyn Heights,Brooklyn,neighborhood,2010-08,125.0,170,78,0.076,770000.0,28,0.957,78,2900.0,0.103
Brooklyn Heights,Brooklyn,neighborhood,2010-09,,186,83,0.129,605858.0,27,0.956,83,3200.0,0.096
Brooklyn Heights,Brooklyn,neighborhood,2010-10,73.5,194,75,0.165,557000.0,22,0.931,75,3400.0,0.08
Brooklyn Heights,Brooklyn,neighborhood,2010-11,169.0,190,68,0.079,644000.0,18,0.943,68,2621.0,0.191
Brooklyn Heights,Brooklyn,neighborhood,2010-12,83.0,154,62,0.032,774617.5,26,0.871,62,2633.0,0.081
Brooklyn Heights,Brooklyn,neighborhood,2011-01,,168,61,0.107,665931.0,18,0.958,61,2600.0,0.115
Brooklyn Heights,Brooklyn,neighborhood,2011-02,46.5,192,58,0.062,684737.5,22,0.892,58,3050.0,0.069
Brooklyn Heights,Brooklyn,neighborhood,2011-03,43.5,230,67,0.091,608404.0,30,0.934,67,3200.0,0.09
Brooklyn Heights,Brooklyn,neighborhood,2011-04,76.0,235,66,0.089,618294.0,22,0.944,66,3150.0,0.03
Brooklyn Heights,Brooklyn,neighborhood,2011-05,77.0,246,82,0.106,595000.0,37,0.974,82,2450.0,0.073
Brooklyn Heights,Brooklyn,neighborhood,2011-06,82.0,249,100,0.1,797000.0,38,0.939,100,2825.0,0.04
Brooklyn Heights,Brooklyn,neighborhood,2011-07,106.5,232,121,0.073,715000.0,43,0.947,121,2900.0,0.041
Brooklyn Heights,Brooklyn,neighborhood,2011-08,139.0,206,105,0.053,621750.0,42,0.954,105,3000.0,0.076
Brooklyn Heights,Brooklyn,neighborhood,2011-09,75.0,213,88,0.155,726250.0,22,0.972,88,3000.0,0.102
Brooklyn Heights,Brooklyn,neighborhood,2011-10,110.5,204,77,0.108,611500.0,20,0.911,77,2975.0,0.182
Brooklyn Heights,Brooklyn,neighborhood,2011-11,124.0,207,82,0.063,865512.0,19,0.941,82,2875.0,0.098
Brooklyn Heights,Brooklyn,neighborhood,2011-12,61.5,181,94,0.022,745000.0,17,0.972,94,2700.0,0.085
Brooklyn Heights,Brooklyn,neighborhood,2012-01,,189,108,0.079,657500.0,26,0.936,108,2750.0,0.231
Brooklyn Heights,Brooklyn,neighborhood,2012-02,61.5,191,108,0.063,740200.5,20,0.964,108,2700.0,0.13
Brooklyn Heights,Brooklyn,neighborhood,2012-03,64.0,196,119,0.071,707000.0,22,0.931,119,2700.0,0.21
Brooklyn Heights,Brooklyn,neighborhood,2012-04,63.0,209,116,0.053,719115.5,26,0.962,116,2500.0,0.164
Brooklyn Heights,Brooklyn,neighborhood,2012-05,41.5,233,124,0.09,770000.0,35,0.968,124,2925.0,0.129
Brooklyn Heights,Brooklyn,neighborhood,2012-06,76.0,199,131,0.07,900000.0,53,0.977,131,3150.0,0.092
Brooklyn Heights,Brooklyn,neighborhood,2012-07,107.0,180,112,0.089,728841.5,42,0.981,112,3325.0,0.054
Brooklyn Heights,Brooklyn,neighborhood,2012-08,92.5,167,88,0.03,570000.0,44,0.991,88,3500.0,0.068
Brooklyn Heights,Brooklyn,neighborhood,2012-09,124.0,172,89,0.064,657431.0,24,0.975,89,3200.0,0.079
Brooklyn Heights,Brooklyn,neighborhood,2012-10,40.5,165,93,0.073,650000.0,29,0.96,93,3200.0,0.204
Brooklyn Heights,Brooklyn,neighborhood,2012-11,66.5,150,84,0.04,697000.0,48,0.969,84,2950.0,0.024
Brooklyn Heights,Brooklyn,neighborhood,2012-12,88.0,141,76,0.021,882500.0,38,0.995,76,2738.0,0.066
Brooklyn Heights,Brooklyn,neighborhood,2013-01,124.0,145,114,0.021,777500.0,44,1.005,114,2788.0,0.132
Brooklyn Heights,Brooklyn,neighborhood,2013-02,61.0,118,113,0.008,764252.5,26,0.982,113,3000.0,0.088
Brooklyn Heights,Brooklyn,neighborhood,2013-03,63.0,119,106,0.05,729354.5,30,0.997,106,3273.0,0.085
Brooklyn Heights,Brooklyn,neighborhood,2013-04,36.0,125,120,0.04,707500.0,38,0.994,120,2912.0,0.167
Brooklyn Heights,Brooklyn,neighborhood,2013-05,38.0,122,163,0.016,746341.5,34,1.0,163,3100.0,0.092
Brooklyn Heights,Brooklyn,neighborhood,2013-06,47.0,111,151,0.045,819000.0,39,1.002,151,3092.0,0.179
Brooklyn Heights,Brooklyn,neighborhood,2013-07,35.0,92,176,0.011,765000.0,41,0.984,176,3425.0,0.199
Brooklyn Heights,Brooklyn,neighborhood,2013-08,32.0,81,170,0.049,735000.0,32,1.019,170,3340.0,0.176
Brooklyn Heights,Brooklyn,neighborhood,2013-09,60.0,82,168,0.073,590000.0,37,1.0,168,3308.0,0.113
Brooklyn Heights,Brooklyn,neighborhood,2013-10,43.0,92,202,0.076,841000.0,24,1.0,202,3200.0,0.158
Brooklyn Heights,Brooklyn,neighborhood,2013-11,35.0,87,188,0.034,776980.5,26,1.0,188,3078.0,0.25
Brooklyn Heights,Brooklyn,neighborhood,2013-12,42.0,70,205,0.086,563500.0,24,1.0,205,3020.0,0.185
Brooklyn Heights,Brooklyn,neighborhood,2014-01,71.0,77,208,0.091,550000.0,21,1.036,208,3000.0,0.207
Brooklyn Heights,Brooklyn,neighborhood,2014-02,34.0,80,197,0.025,750000.0,15,,197,2900.0,0.183
Brooklyn Heights,Brooklyn,neighborhood,2014-03,44.0,78,222,0.064,834000.0,20,1.0,222,2985.0,0.185
Brooklyn Heights,Brooklyn,neighborhood,2014-04,29.5,98,222,0.051,1100000.0,23,1.0,222,3000.0,0.153
Brooklyn Heights,Brooklyn,neighborhood,2014-05,29.0,105,228,0.029,891000.0,37,1.018,228,3000.0,0.136
Brooklyn Heights,Brooklyn,neighborhood,2014-06,33.0,101,297,0.05,900000.0,31,1.044,297,2800.0,0.189
Brooklyn Heights,Brooklyn,neighborhood,2014-07,46.0,92,323,0.033,625703.0,28,1.04,323,2830.0,0.152
Brooklyn Heights,Brooklyn,neighborhood,2014-08,40.5,78,324,0.026,969999.5,24,1.043,324,3000.0,0.164
Brooklyn Heights,Brooklyn,neighborhood,2014-09,31.0,98,307,0.122,787500.0,23,1.028,307,2875.0,0.179
Brooklyn Heights,Brooklyn,neighborhood,2014-10,29.5,107,254,0.037,885000.0,23,1.003,254,2960.0,0.244
Brooklyn Heights,Brooklyn,neighborhood,2014-11,37.0,96,247,0.062,685500.0,12,1.018,247,3000.0,0.206
Brooklyn Heights,Brooklyn,neighborhood,2014-12,39.0,77,270,0.065,762500.0,20,1.043,270,2853.0,0.152
Brooklyn Heights,Brooklyn,neighborhood,2015-01,,76,275,0.0,885000.0,25,0.993,275,2725.0,0.138
Brooklyn Heights,Brooklyn,neighborhood,2015-02,30.0,87,261,0.023,575000.0,15,0.995,261,2900.0,0.13
Brooklyn Heights,Brooklyn,neighborhood,2015-03,46.0,98,277,0.061,867500.0,22,1.009,277,2970.0,0.108
Brooklyn Heights,Brooklyn,neighborhood,2015-04,31.5,117,276,0.068,1300000.0,23,0.987,276,3060.0,0.152
Brooklyn Heights,Brooklyn,neighborhood,2015-05,29.0,124,295,0.113,491000.0,23,0.997,295,2950.0,0.159
Brooklyn Heights,Brooklyn,neighborhood,2015-06,45.0,128,296,0.102,800000.0,24,1.005,296,2973.0,0.186
Brooklyn Heights,Brooklyn,neighborhood,2015-07,42.0,114,290,0.07,1200000.0,29,1.003,290,3155.0,0.134
Brooklyn Heights,Brooklyn,neighborhood,2015-08,80.5,103,293,0.078,1080000.0,25,1.01,293,3270.0,0.143
Brooklyn Heights,Brooklyn,neighborhood,2015-09,26.5,120,257,0.125,1024919.5,30,1.018,257,3155.0,0.183
Brooklyn Heights,Brooklyn,neighborhood,2015-10,37.0,145,280,0.055,1085000.5,18,1.0,280,3195.0,0.286
Brooklyn Heights,Brooklyn,neighborhood,2015-11,31.0,120,248,0.083,1122500.0,32,1.018,248,3178.0,0.262
Brooklyn Heights,Brooklyn,neighborhood,2015-12,,92,218,0.033,999000.0,23,1.0,218,2858.0,0.156
Brooklyn Heights,Brooklyn,neighborhood,2016-01,95.0,101,226,0.069,750000.0,19,1.004,226,3058.0,0.235
Brooklyn Heights,Brooklyn,neighborhood,2016-02,93.5,103,211,0.097,730000.0,14,1.0,211,3300.0,0.161
Brooklyn Heights,Brooklyn,neighborhood,2016-03,28.5,129,216,0.07,1230000.0,19,0.95,216,3195.0,0.153
Brooklyn Heights,Brooklyn,neighborhood,2016-04,28.0,159,225,0.044,725150.0,11,,225,3000.0,0.227
Brooklyn Heights,Brooklyn,neighborhood,2016-05,37.0,133,285,0.158,737500.0,18,0.995,285,3160.0,0.161
Brooklyn Heights,Brooklyn,neighborhood,2016-06,49.0,128,325,0.102,930000.0,35,1.0,325,3150.0,0.185
Brooklyn Heights,Brooklyn,neighborhood,2016-07,40.0,115,375,0.07,1086250.0,34,1.001,375,3100.0,0.264
Brooklyn Heights,Brooklyn,neighborhood,2016-08,,101,354,0.04,1135000.0,33,1.0,354,3163.0,0.218
Brooklyn Heights,Brooklyn,neighborhood,2016-09,37.0,132,337,0.121,1104901.0,27,0.973,337,3300.0,0.243
Brooklyn Heights,Brooklyn,neighborhood,2016-10,44.5,139,295,0.115,1139000.0,27,1.002,295,3200.0,0.285
Brooklyn Heights,Brooklyn,neighborhood,2016-11,60.0,125,294,0.104,2599948.5,24,1.0,294,3150.0,0.214
Brooklyn Heights,Brooklyn,neighborhood,2016-12,60.0,101,279,0.04,1805000.0,29,1.0,279,3400.0,0.215
Brooklyn Heights,Brooklyn,neighborhood,2017-01,,98,304,0.082,1700000.0,32,1.0,304,3400.0,0.174
Brooklyn Heights,Brooklyn,neighborhood,2017-02,55.0,117,301,0.051,1318033.5,24,0.953,301,3250.0,0.233
Brooklyn Heights,Brooklyn,neighborhood,2017-03,37.0,123,335,0.057,1530000.0,28,0.965,335,3200.0,0.188
Brooklyn Heights,Brooklyn,neighborhood,2017-04,47.0,144,370,0.139,1400000.0,21,,370,3178.0,0.165
